,Protein_Names,Protein_Group,Protein_Ids,Genes,First_Protein_Description,Peptides,1135-MRL_12,3057-MLL-LP1_2,3057-MLL-LS1_1,3057-MLL-NUC_3,3057-MRL-LP1_10,3057-MRL-LS1_7,3058-FRL_5,3058-FRU_13,3058-FRU-LP1_9,3058-FRU-LS1_6,3058-MRU_15,3062-MRL_4,3062-MRU_14,3062-MRU-LP1_11,3062-MRU-LS1_8
82,RAB6A_MOUSE,P35279,P35279;D3YV69;P35279-2,Rab6a,Ras-related protein Rab-6A,12,301111.0,11751900.0,26633100.0,0.0,23586500.0,0.0,0.0,1226940.0,1185770.0,0.0,726294.0,0.0,3157120.0,52039600.0,636404.0
83,GFAP_MOUSE,P03995,P03995;P03995-2,Gfap,Glial fibrillary acidic protein,45,5151900.0,11749100.0,5459010.0,482348.0,7457640.0,70828.4,107327.0,1087830.0,31369500.0,299437.0,1149820.0,245266.0,1558570.0,1661960000.0,3405760.0
84,RL10_MOUSE,Q6ZWV3,P86048;Q6ZWV3;I7HLV2,Rpl10,60S ribosomal protein L10,12,472084.0,11643700.0,45242600.0,428583.0,11409400.0,307348.0,150358.0,865919.0,2230110.0,0.0,906902.0,206854.0,1243080.0,55507300.0,1752500.0
85,ARF5_MOUSE,P84084,P84084,Arf5,ADP-ribosylation factor 5,12,43133.3,11623800.0,38900200.0,923166.0,21176200.0,414341.0,153691.0,627604.0,872199.0,210453.0,683967.0,163939.0,2804290.0,13527500.0,3521710.0
86,RTN1_MOUSE,Q8K0T0,Q8K0T0;A3QM89;Q7M6W1,Rtn1,Reticulon-1,25,263585.0,11454700.0,7261690.0,44555.1,16670300.0,0.0,217894.0,476405.0,6617830.0,0.0,1099860.0,289491.0,3214950.0,98672700.0,797140.0
87,EFTU_MOUSE,Q8BFR5,Q8BFR5;Q8BFR5-2,Tufm,"Elongation factor Tu, mitochondrial",28,439467.0,11324600.0,27445100.0,644141.0,17326900.0,165638.0,780455.0,3192170.0,3898630.0,846482.0,2030960.0,791114.0,8077230.0,67124300.0,3839080.0
88,PCLO_MOUSE,Q9QYX7,Q9QYX7;Q9QYX7-2;S4R2E0,Pclo,Protein piccolo,215,1345740.0,11233700.0,1888930.0,517467.0,12811200.0,0.0,1760300.0,3107660.0,15090900.0,0.0,14978000.0,1590680.0,8133310.0,193798000.0,926652.0
89,ARF2_MOUSE,Q8BSL7,P61205;P84078;Q8BSL7,Arf2,ADP-ribosylation factor 2,6,177816.0,11110000.0,35985200.0,786028.0,21501800.0,117240.0,0.0,668793.0,1084550.0,93407.7,623251.0,0.0,2042770.0,18845400.0,2053900.0
90,RL8_MOUSE,P62918,P62918,Rpl8,60S ribosomal protein L8,12,393236.0,10911100.0,42715500.0,507798.0,9453840.0,393984.0,383041.0,113136.0,2624310.0,143321.0,1038980.0,229279.0,1093930.0,27474600.0,2743740.0
91,RL23_MOUSE,P62830,P62830,Rpl23,60S ribosomal protein L23,9,257863.0,10861100.0,40788800.0,212819.0,11717300.0,626519.0,247763.0,1124620.0,2209150.0,312969.0,1038240.0,201634.0,2074360.0,37236600.0,4115040.0
92,PCCB_MOUSE,Q99MN9,Q99MN9;E9Q1J7,Pccb,"Propionyl-CoA carboxylase beta chain, mitochondrial",31,3263880.0,10799900.0,4841030.0,1176910.0,23279600.0,3331520.0,3460040.0,19091400.0,4152560.0,11522500.0,7334110.0,3380510.0,29112500.0,8977280.0,5709320.0
93,RS27A_MOUSE,P62983,P62983,Rps27a,Ubiquitin-40S ribosomal protein S27a,9,1539310.0,10707300.0,17338600.0,2638150.0,8725830.0,704208.0,1578510.0,2182410.0,3667720.0,871244.0,3024470.0,2697190.0,5603570.0,40242900.0,2679270.0
94,GNA11_MOUSE,P21278,P21278,Gna11,Guanine nucleotide-binding protein subunit alpha-11,11,219456.0,10505500.0,3059740.0,0.0,17773300.0,43704.4,387186.0,0.0,3610140.0,103288.0,2162780.0,392519.0,4308780.0,60080200.0,3295180.0
95,KCC2G_MOUSE,Q923T9,Q923T9;A0A2I3BQP6;Q923T9-2;Q923T9-3,Camk2g,Calcium/calmodulin-dependent protein kinase type II subunit gamma,17,767158.0,10452900.0,3164580.0,117473.0,14077500.0,0.0,1630020.0,2989960.0,8596030.0,0.0,7020770.0,1599620.0,7682820.0,140290000.0,683617.0
96,AP2A1-2_MOUSE;AP2A1_MOUSE,P17426;P17426-2,P17426;P17426-2,Ap2a1,AP-2 complex subunit alpha-1,51,0.0,10412700.0,33954400.0,2182940.0,14419900.0,163674.0,0.0,312101.0,1385220.0,34130.7,455855.0,45621.6,1839140.0,43268300.0,1231320.0
97,UBE2N_MOUSE,P61089,P61089;A0A1W2P7Z3,Ube2n,Ubiquitin-conjugating enzyme E2 N,10,46103.4,10407700.0,31321500.0,0.0,21333700.0,248701.0,0.0,177206.0,1078730.0,174403.0,146925.0,39575.6,587642.0,27850300.0,3271040.0
98,DYN3_MOUSE,Q8BZ98,P39054;Q8BZ98;E0CXZ8;E9QLL2;F2Z460;F8WIV5;G3UXX2;G3UZZ3;G3X9G4;P39054-2;Q3T9X3;Q3TCR7;Q8BZ98-2,Dnm3,Dynamin-3,47,0.0,10275000.0,32723000.0,855291.0,15547800.0,298597.0,129434.0,659120.0,1446650.0,71302.1,502355.0,119499.0,2242690.0,28693200.0,1959020.0
99,Q3TE80_MOUSE,Q3TE80,Q3TE80;A0A087WPT9;A0A087WQ29;D3Z276;D3Z520;D3Z7R5,2410002F23Rik,RIKEN cDNA 2410002F23 gene,10,0.0,9878870.0,5291430.0,0.0,12857200.0,0.0,0.0,206391.0,884104.0,0.0,735045.0,0.0,2021840.0,20212800.0,368131.0
100,DPYL2_MOUSE,O08553,O08553,Dpysl2,Dihydropyrimidinase-related protein 2,30,658585.0,9835450.0,82426600.0,346028.0,10923700.0,573772.0,489041.0,1607070.0,2798460.0,741416.0,4845400.0,476051.0,11289000.0,57224200.0,6331580.0
101,GEPH_MOUSE,Q8BUV3,Q8BUV3;A0JNY3,Gphn,Gephyrin,45,243967.0,9799790.0,4655580.0,529157.0,11697900.0,0.0,735726.0,1715750.0,6962150.0,74901.3,4124100.0,485159.0,7058460.0,75693600.0,877692.0
102,SUCB1_MOUSE,Q9Z2I9,Q9Z2I9,Sucla2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",26,93665.5,9791600.0,27488700.0,0.0,16666800.0,155150.0,486242.0,2961170.0,928699.0,293217.0,615379.0,467522.0,7138400.0,20314400.0,5093220.0
103,IF4A1_MOUSE,P60843,P10630;P60843;E9Q561;P10630-2;Q8BTU6,Eif4a1,Eukaryotic initiation factor 4A-I,24,226821.0,9761750.0,55135800.0,481731.0,15258800.0,512081.0,180254.0,666027.0,471404.0,92968.2,472756.0,220800.0,2312890.0,19216300.0,3197580.0
104,RS8_MOUSE,P62242,P62242,Rps8,40S ribosomal protein S8,11,1107790.0,9678720.0,82827900.0,671683.0,9842740.0,1539490.0,452966.0,1941830.0,2401450.0,853732.0,3080390.0,566886.0,3460550.0,34143800.0,6219570.0
105,EAA2-2_MOUSE;EAA2_MOUSE,P43006;P43006-2,P43006;P43006-2,Slc1a2,Excitatory amino acid transporter 2,19,150900.0,9572070.0,1117370.0,1275950.0,10704900.0,0.0,321109.0,2404140.0,3664500.0,0.0,1287900.0,491570.0,9296090.0,68130000.0,0.0
106,AAK1-2_MOUSE;AAK1_MOUSE,Q3UHJ0;Q3UHJ0-2,Q3UHJ0;Q91Z96;Q3UHJ0-2;Q91Z96-2,Aak1,AP2-associated protein kinase 1,41,145099.0,9398950.0,33744900.0,0.0,10025200.0,179417.0,0.0,206005.0,1443530.0,0.0,1052930.0,0.0,1968130.0,19474400.0,3091980.0
107,GHC1_MOUSE,Q9D6M3,Q9D6M3,Slc25a22,Mitochondrial glutamate carrier 1,14,272376.0,9306850.0,554724.0,0.0,16472000.0,0.0,973118.0,4415430.0,894037.0,0.0,1312880.0,1178040.0,7902340.0,22420600.0,0.0
108,IDHG1_MOUSE,P70404,P70404,Idh3g,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial",14,0.0,9287840.0,71141700.0,0.0,18790500.0,509717.0,28308.3,240319.0,1214250.0,386329.0,310660.0,41159.5,943598.0,23846100.0,7612290.0
109,RL6_MOUSE,P47911,P47911,Rpl6,60S ribosomal protein L6,19,525828.0,9098570.0,36883300.0,186506.0,9781030.0,430322.0,169129.0,648547.0,2228600.0,530649.0,1453820.0,271110.0,1552820.0,42263100.0,2846110.0
110,HS90B_MOUSE,P11499,P07901;P11499;E9Q3D6,Hsp90ab1,Heat shock protein HSP 90-beta,44,290463.0,9095300.0,77003300.0,636601.0,19635400.0,938647.0,420298.0,1500670.0,981490.0,288927.0,2038430.0,415292.0,5281700.0,34713900.0,5111250.0
111,MAP1B_MOUSE,P14873,P14873,Map1b,Microtubule-associated protein 1B,114,848133.0,9043380.0,22862500.0,238358.0,12074000.0,225832.0,177861.0,743037.0,17811300.0,245458.0,4327430.0,206942.0,6669130.0,223382000.0,3962750.0
112,HNRPK-3_MOUSE,P61979-3,P61979;A0A286YDM3;B2M1R6;H3BK96;H3BKD0;H3BKI8;H3BLL4;P61979-2;P61979-3,Hnrnpk,"Isoform of P61979, Isoform 3 of Heterogeneous nuclear ribonucleoprotein K",24,114053.0,8979010.0,44846200.0,1097620.0,9091360.0,629610.0,31367.0,192955.0,937491.0,0.0,22830200.0,2533090.0,45460800.0,55573500.0,13285800.0
113,DNM1L_MOUSE,Q8K1M6,Q8K1M6;A0A2U3TZ67;E9PUD2;Q8K1M6-2;Q8K1M6-3;Q8K1M6-4,Dnm1l,Dynamin-1-like protein,59,79786.1,8964740.0,45715600.0,677796.0,19869100.0,305976.0,231719.0,665751.0,903377.0,205899.0,908691.0,168033.0,2787630.0,24144100.0,4715510.0
114,PCBP1_MOUSE,P60335,P60335,Pcbp1,Poly(rC)-binding protein 1,15,0.0,8894490.0,33470800.0,365582.0,13903200.0,254045.0,215270.0,779489.0,1104000.0,83950.8,2595390.0,414141.0,7166130.0,28189100.0,4051220.0
115,PFKAM-2_MOUSE;PFKAM-3_MOUSE;PFKAM_MOUSE,P47857;P47857-2;P47857-3,P47857;P47857-2;P47857-3,Pfkm,"ATP-dependent 6-phosphofructokinase, muscle type",36,787563.0,8834000.0,104305000.0,2084100.0,10925700.0,768795.0,898212.0,4536460.0,2383110.0,205241.0,1618610.0,1381550.0,9779630.0,67240800.0,1569370.0
116,ANS1B_MOUSE,Q8BIZ1,Q8BIZ1;A0A0R4J2A2;A0A0R4J2A6;A0A0R4J2A8;A0A140T8U6;E9QPP6;Q8BIZ1-2;Q8BIZ1-3;Q8BIZ1-4;Q8BIZ1-5;S4R1H2;S4R1Q0;S4R286;S4R2E3;S4R2H2;S4R2H3;S4R2H8;S4R2I2;S4R2N9;S4R2Q2,Anks1b,Ankyrin repeat and sterile alpha motif domain-containing protein 1B,33,561520.0,8772180.0,6002460.0,0.0,13744800.0,1778690.0,2310140.0,3436340.0,13980100.0,3557210.0,7726100.0,1852410.0,4165940.0,222436000.0,975600.0
117,KCC2D-5_MOUSE,Q6PHZ2-5,Q6PHZ2;A0A0G2JGS4;E9PXV3;E9Q1T1;E9Q1V9;E9Q1W0;F6RWZ9;Q6PHZ2-2;Q6PHZ2-4;Q6PHZ2-5,Camk2d,"Isoform of Q6PHZ2, Isoform 4 of Calcium/calmodulin-dependent protein kinase type II subunit delta",18,450528.0,8660110.0,2901110.0,1356560.0,13175800.0,0.0,1453620.0,2832420.0,6754830.0,0.0,5895970.0,1203560.0,5550320.0,105205000.0,456164.0
118,ALBU_MOUSE,P07724,P07724,Alb,Albumin,37,7406140.0,8357250.0,8180120.0,8269810.0,7975590.0,7339950.0,7605610.0,7317780.0,7453400.0,8485870.0,7772490.0,8289960.0,6957140.0,4304910.0,7459050.0
119,VAT1_MOUSE,Q62465,Q62465,Vat1,Synaptic vesicle membrane protein VAT-1 homolog,17,0.0,8290550.0,39948900.0,0.0,13161300.0,361545.0,0.0,0.0,888755.0,0.0,3353390.0,0.0,0.0,31732700.0,876264.0
120,RS6_MOUSE,P62754,P62754,Rps6,40S ribosomal protein S6,14,2813400.0,8163110.0,57175400.0,277249.0,8451730.0,1310190.0,1456180.0,6496720.0,1665530.0,1121310.0,5151510.0,1878990.0,8168920.0,29367200.0,6440440.0
121,OPA1-2_MOUSE,P58281-2,P58281;H7BX01;P58281-2,Opa1,"Isoform of P58281, Isoform 2 of Dynamin-like 120 kDa protein, mitochondrial",49,0.0,8096350.0,4653870.0,0.0,11733400.0,0.0,248100.0,701378.0,528795.0,0.0,365173.0,197767.0,1985650.0,18416000.0,105807.0
122,SFXN3_MOUSE,Q91V61,Q91V61;A0A494BB84;Q3U4F0;Q91V61-2,Sfxn3,Sideroflexin-3,15,0.0,8006730.0,410517.0,0.0,11674700.0,0.0,618859.0,2964070.0,330962.0,0.0,678538.0,630404.0,4181460.0,6462240.0,0.0
123,GRP75_MOUSE,P38647,P38647,Hspa9,"Stress-70 protein, mitochondrial",40,558612.0,7987070.0,17535100.0,548132.0,12926900.0,427913.0,695078.0,2189080.0,1587500.0,1277490.0,1639170.0,614456.0,4309460.0,21166200.0,1686660.0
124,A3QM89_MOUSE;Q7M6W1_MOUSE,A3QM89;Q7M6W1,A3QM89;Q7M6W1,Rtn1,"Isoform of Q8K0T0, Reticulon (Fragment)",2,40772.7,7819970.0,5914860.0,0.0,12790300.0,0.0,201563.0,602963.0,2109380.0,0.0,608130.0,273918.0,3079520.0,34094700.0,279102.0
125,CMC1_MOUSE,Q8BH59,Q8BH59;V9GXX9,Slc25a12,Calcium-binding mitochondrial carrier protein Aralar1,35,0.0,7816080.0,287588.0,41034.0,14170100.0,0.0,457405.0,2655990.0,496364.0,0.0,466279.0,528991.0,4730640.0,13328800.0,0.0
126,RS26_MOUSE,P62855,P62855,Rps26,40S ribosomal protein S26,4,919043.0,7811710.0,59945900.0,641664.0,7926230.0,929036.0,388602.0,1864060.0,1195190.0,451902.0,1562580.0,548636.0,2768350.0,27697100.0,3334850.0
127,RAB10_MOUSE,P61027,P61027,Rab10,Ras-related protein Rab-10,12,159102.0,7748260.0,6342700.0,135572.0,13710500.0,0.0,137885.0,697648.0,538238.0,0.0,643565.0,84173.4,1371420.0,16667600.0,401154.0
128,ODO2_MOUSE,Q9D2G2,Q9D2G2,Dlst,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",11,144506.0,7704230.0,6327070.0,194179.0,11807800.0,85760.2,79266.9,445016.0,617480.0,101365.0,1200900.0,132019.0,4022510.0,6689810.0,401519.0
129,A0A571BDG0_MOUSE;A0A571BDG6_MOUSE;A0A571BG39_MOUSE,A0A571BDG0;A0A571BDG6;A0A571BG39,A0A571BDG0;A0A571BDG6;A0A571BG20;A0A571BG39;B1AQX6;B1AQX7;B1AQX9,Srcin1,"Isoform of Q9QWI6, AIP3 domain-containing protein",12,1182850.0,7621700.0,2005080.0,0.0,9355270.0,0.0,1736270.0,4060000.0,12060600.0,0.0,11375600.0,1350520.0,10653700.0,145985000.0,555505.0
130,SAM50_MOUSE,Q8BGH2,Q8BGH2,Samm50,Sorting and assembly machinery component 50 homolog,20,116319.0,7594130.0,0.0,0.0,10944000.0,0.0,0.0,271323.0,1165260.0,0.0,312116.0,0.0,849372.0,42865400.0,59318.8
131,1433G_MOUSE,P61982,P61982,Ywhag,14-3-3 protein gamma,12,246021.0,7584630.0,29505600.0,0.0,11747100.0,508661.0,287883.0,1066160.0,4951370.0,150036.0,2161940.0,448382.0,6039480.0,87849500.0,4515590.0
132,AT2B2_MOUSE,Q9R0K7,Q9R0K7;F8WHB1;Q3UHH0;S4R1C4,Atp2b2,Plasma membrane calcium-transporting ATPase 2,58,215397.0,7498630.0,1493710.0,1381810.0,9261070.0,0.0,519109.0,2305960.0,3176560.0,0.0,2007800.0,571891.0,7500630.0,72428500.0,37777.2
133,MIC19_MOUSE,Q9CRB9,Q9CRB9;D3Z0L4;Q9D9P1;S4R238,Chchd3,MICOS complex subunit Mic19,15,0.0,7479710.0,0.0,0.0,8180240.0,0.0,0.0,330961.0,1549200.0,0.0,86588.6,0.0,875048.0,36153200.0,0.0
134,ARL8A_MOUSE,Q8VEH3,Q8VEH3;Q9CQW2;A0A0N4SVB8;F6QKK2,Arl8a,ADP-ribosylation factor-like protein 8A,9,0.0,7458410.0,13298600.0,0.0,12479700.0,129197.0,0.0,753492.0,642434.0,0.0,910285.0,0.0,1430040.0,22235600.0,815376.0
135,NCDN_MOUSE,Q9Z0E0,Q9Z0E0;Q9Z0E0-2,Ncdn,Neurochondrin,35,55502.7,7378730.0,30592000.0,87895.0,15942200.0,282288.0,292083.0,1498240.0,996908.0,109755.0,610302.0,351858.0,3432800.0,40112300.0,2286970.0
136,MTAP2_MOUSE,P20357,P20357;A0A668KLC6;G3UZJ2;G3UZV6,Map2,Microtubule-associated protein 2,106,2747190.0,7368280.0,34431300.0,318234.0,10875900.0,551363.0,1091570.0,3351560.0,6413620.0,1261110.0,14057900.0,791007.0,22755500.0,69975800.0,14387700.0
137,VAPA_MOUSE,Q9WV55,Q9WV55;A0A3B2W837,Vapa,Vesicle-associated membrane protein-associated protein A,18,0.0,7360380.0,3899560.0,0.0,10294000.0,2640280.0,0.0,438238.0,1942670.0,0.0,190441.0,0.0,831709.0,38931400.0,261751.0
138,RS3_MOUSE,P62908,P62908;A0A140LI77;D3YV43,Rps3,40S ribosomal protein S3,20,177638.0,7259500.0,95007200.0,455689.0,9179720.0,1223280.0,107954.0,434798.0,1614630.0,342435.0,610672.0,118704.0,1326900.0,31018300.0,5100150.0
139,MTCH2_MOUSE,Q791V5,Q791V5,Mtch2,Mitochondrial carrier homolog 2,11,0.0,7250800.0,560313.0,0.0,10429400.0,0.0,0.0,0.0,601868.0,0.0,116603.0,0.0,298864.0,18643000.0,0.0
140,K1C42_MOUSE,Q6IFX2,Q6IFX2,Krt42,"Keratin, type I cytoskeletal 42",9,7354460.0,7223980.0,6952460.0,7117670.0,16631600.0,2402450.0,4029940.0,2185500.0,1827510.0,4189150.0,9039510.0,5984600.0,2054420.0,4338630.0,6429320.0
141,RL14_MOUSE,Q9CR57,Q9CR57;A0A1L1SUF6,Rpl14,60S ribosomal protein L14,7,134031.0,7223050.0,30289700.0,681897.0,7618400.0,210986.0,0.0,0.0,1504440.0,0.0,645291.0,0.0,882590.0,32748900.0,1122360.0
142,ANK2-2_MOUSE,Q8C8R3-2,Q8C8R3;Q8C8R3-2;Q8C8R3-3;Q8C8R3-4;Q8C8R3-5;S4R1J9;S4R2F3;S4R2R5;S4R2T7,Ank2,"Isoform of Q8C8R3, Isoform 2 of Ankyrin-2",202,502176.0,7220770.0,4947940.0,602124.0,9463520.0,65268.3,2001460.0,3622020.0,14650500.0,103323.0,6844310.0,2282910.0,16942300.0,160650000.0,782625.0
143,DDX5_MOUSE,Q61656,Q61656;B1ARB9;B1ARC0;Q8BTS0;S4R1E3;S4R1I6,Ddx5,Probable ATP-dependent RNA helicase DDX5,39,401488.0,7192810.0,30613000.0,726965.0,8631060.0,421199.0,393784.0,1638290.0,987374.0,142312.0,5548230.0,980125.0,11440500.0,34484100.0,4921300.0
144,VDAC1-2_MOUSE;VDAC1_MOUSE,Q60932;Q60932-2,Q60932;Q60932-2,Vdac1,Voltage-dependent anion-selective channel protein 1,16,127031.0,7045110.0,506975.0,747519.0,15068700.0,0.0,0.0,119755.0,237450.0,0.0,365343.0,25779.6,516494.0,11101100.0,121511.0
145,STX1B_MOUSE,P61264,P61264;A0A0U1RNT8,Stx1b,Syntaxin-1B,17,0.0,7009450.0,3476940.0,0.0,9004150.0,0.0,0.0,245605.0,2028000.0,0.0,334738.0,45827.5,1109950.0,40007200.0,278826.0
146,EWS_MOUSE,Q61545,Q61545;Q5SUS9;Q5SUT0,Ewsr1,RNA-binding protein EWS,7,0.0,6997290.0,3009740.0,0.0,2800600.0,0.0,0.0,0.0,739179.0,0.0,777302.0,0.0,1710490.0,24401300.0,1858910.0
147,SYGP1_MOUSE,F6SEU4,F6SEU4;A0A0A6YVS6;A0A0J9YUM2;A0A0J9YVH8;A0A140T8K9;A0A2R8VH83;A0A2R8VHH2;A0A338P799;J3QQ18,Syngap1,Ras/Rap GTPase-activating protein SynGAP,76,800254.0,6931680.0,1594980.0,0.0,9130240.0,0.0,2672100.0,3429840.0,11288300.0,0.0,11485400.0,2228550.0,3324470.0,180326000.0,197578.0
148,FXR1-3_MOUSE;FXR1_MOUSE,Q61584;Q61584-3,Q61584;A0A0G2JEP0;A0A0H2UH27;Q61584-2;Q61584-3;Q61584-4;Q61584-5;Q61584-6;Q61584-7,Fxr1,Fragile X mental retardation syndrome-related protein 1,34,38928.8,6890390.0,24197500.0,0.0,6704950.0,272898.0,0.0,201644.0,1182520.0,0.0,937907.0,0.0,3353740.0,21806600.0,2266790.0
149,ITSN1_MOUSE,Q9Z0R4,Q9Z0R4;A0A338P7I4;E9Q0N0,Itsn1,Intersectin-1,69,0.0,6884650.0,12726500.0,0.0,6901500.0,33506.9,0.0,266878.0,905388.0,0.0,683658.0,0.0,1784820.0,14499600.0,940460.0
150,AT1A1_MOUSE,Q8VDN2,Q8VDN2,Atp1a1,Sodium/potassium-transporting ATPase subunit alpha-1,33,203688.0,6773870.0,1622840.0,617684.0,9363590.0,0.0,606064.0,2605390.0,1777320.0,0.0,2387990.0,715458.0,7924360.0,60741400.0,204472.0
151,BSN_MOUSE,O88737,O88737;O88737-2;V9GX98,Bsn,Protein bassoon,192,609106.0,6745030.0,1014130.0,626671.0,7888140.0,0.0,950817.0,2072950.0,10051500.0,0.0,8485630.0,868711.0,5335260.0,117335000.0,297828.0
152,GLNA_MOUSE,P15105,P15105;D3YVK1,Glul,Glutamine synthetase,20,215166.0,6742150.0,15459100.0,527291.0,8396770.0,155200.0,0.0,431330.0,1667510.0,595304.0,946767.0,46957.6,2471670.0,41265500.0,1283770.0
153,VAPB_MOUSE,Q9QY76,Q9QY76;Q8BH80,Vapb,Vesicle-associated membrane protein-associated protein B,16,0.0,6649650.0,2686920.0,0.0,7701430.0,0.0,0.0,64903.7,1228740.0,0.0,66111.3,0.0,538159.0,24160900.0,185472.0
154,GBB1_MOUSE,P62874,P62874;P62880;D3YZX3;E9PWM7;E9QKR0,Gnb1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,11,103346.0,6517940.0,3300140.0,0.0,8911590.0,0.0,61878.0,255611.0,1866170.0,0.0,1240700.0,95578.1,2125990.0,51672100.0,198993.0
155,RL11_MOUSE,Q9CXW4,Q9CXW4,Rpl11,60S ribosomal protein L11,9,0.0,6474470.0,26813100.0,0.0,6820130.0,322170.0,0.0,294032.0,1090610.0,0.0,145456.0,0.0,380828.0,20755600.0,1195650.0
156,MYPR_MOUSE,P60202,P60202;P60202-2,Plp1,Myelin proteolipid protein,7,1018780.0,6363350.0,796569.0,578348.0,8517910.0,0.0,2004390.0,6842370.0,29887200.0,372673.0,7819070.0,2078970.0,37964700.0,587683000.0,316795.0
157,KCRU_MOUSE,P30275,P30275;A2ARP5,Ckmt1,"Creatine kinase U-type, mitochondrial",16,26491.6,6338710.0,6380020.0,256365.0,7546550.0,112154.0,29574.8,92464.1,1935520.0,0.0,350480.0,0.0,465263.0,21643100.0,438796.0
158,RS9_MOUSE,Q6ZWN5,Q6ZWN5;D3YUV6;D3YWH9;D3Z673;F7CJS8;Q9CXW7,Rps9,40S ribosomal protein S9,19,336111.0,6328080.0,87816800.0,488216.0,8847160.0,965136.0,87493.9,713429.0,1589180.0,426173.0,967166.0,226182.0,1666030.0,39381200.0,4747040.0
159,AT1A2_MOUSE,Q6PIE5,Q6PIE5;D3YYN7,Atp1a2,Sodium/potassium-transporting ATPase subunit alpha-2,38,159903.0,6273120.0,1122660.0,0.0,8165230.0,0.0,908220.0,3769320.0,1184350.0,0.0,2132210.0,1068110.0,10699300.0,78954400.0,88164.0
160,2AAA_MOUSE,Q76MZ3,Q76MZ3,Ppp2r1a,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,35,0.0,6268350.0,28335900.0,364285.0,10497000.0,226815.0,109011.0,262205.0,1723280.0,90961.6,373732.0,84430.6,1334150.0,51234300.0,2233750.0
161,GPDM_MOUSE,Q64521,Q64521;A2AQR0,Gpd2,"Glycerol-3-phosphate dehydrogenase, mitochondrial",46,0.0,6253380.0,355235.0,1647000.0,9014570.0,0.0,0.0,0.0,252476.0,0.0,168238.0,0.0,496197.0,13629600.0,0.0
162,MP2K1_MOUSE,P31938,P31938;Q63932;A0A1W2P7V9;Q91YS7,Map2k1,Dual specificity mitogen-activated protein kinase kinase 1,19,0.0,6223040.0,24885800.0,758309.0,11985500.0,154754.0,0.0,145557.0,591340.0,0.0,200214.0,0.0,577397.0,15085700.0,2679840.0
163,ARL8B_MOUSE,Q9CQW2,Q9CQW2;A0A0N4SVB8,Arl8b,ADP-ribosylation factor-like protein 8B,4,0.0,6197400.0,9970480.0,0.0,10329400.0,115638.0,0.0,551237.0,735485.0,0.0,163330.0,0.0,917016.0,22491900.0,455951.0
164,DENR_MOUSE,Q9CQJ6,Q9CQJ6;E9Q0G1,Denr,Density-regulated protein,2,0.0,6173490.0,24113700.0,0.0,8198170.0,0.0,0.0,0.0,0.0,0.0,646453.0,0.0,0.0,15453400.0,0.0
165,RL18_MOUSE,P35980,P35980;A0A1B0GQU8;A0A1B0GSA8;A0A1B0GSS8,Rpl18,60S ribosomal protein L18,8,231531.0,6169710.0,30037800.0,178716.0,8101190.0,360114.0,29970.5,342049.0,2489730.0,316688.0,1239960.0,0.0,1678180.0,32763700.0,2783860.0
166,SSDH_MOUSE,Q8BWF0,Q8BWF0,Aldh5a1,"Succinate-semialdehyde dehydrogenase, mitochondrial",21,0.0,5983660.0,6247140.0,0.0,9461450.0,0.0,93745.9,393231.0,583911.0,207209.0,86460.3,0.0,498574.0,11290600.0,288962.0
167,TPPP_MOUSE,Q7TQD2,Q7TQD2,Tppp,Tubulin polymerization-promoting protein,13,223388.0,5965260.0,28227100.0,462839.0,5829330.0,513197.0,268377.0,673850.0,2832280.0,240863.0,821550.0,275279.0,3622070.0,47590200.0,3385590.0
168,SH3G2_MOUSE,Q62420,Q62419;Q62420;A0A3B2W7K0;A2ALV1;A2ALV3;Q8BXU5,Sh3gl2,Endophilin-A1,23,105308.0,5949130.0,116662000.0,0.0,10079200.0,624074.0,0.0,245124.0,1107860.0,173479.0,986605.0,65552.3,2690270.0,24342100.0,3279330.0
169,RTN3-2_MOUSE;RTN3_MOUSE,Q9ES97;Q9ES97-2,Q9ES97;Q9ES97-2;Q9ES97-5,Rtn3,Reticulon-3,44,391998.0,5945220.0,4459160.0,107786.0,8497480.0,0.0,86836.4,490888.0,4768730.0,108339.0,2465490.0,0.0,4917810.0,54852400.0,1045900.0
170,RL13_MOUSE,P47963,P47963,Rpl13,60S ribosomal protein L13,11,233350.0,5943740.0,16806900.0,0.0,4933970.0,195247.0,0.0,385571.0,1029280.0,163209.0,576167.0,39914.4,770140.0,14789600.0,765166.0
171,HXK1-3_MOUSE;HXK1-4_MOUSE;HXK1_MOUSE,P17710;P17710-3;P17710-4,P17710;G3UVV4;P17710-2;P17710-3;P17710-4,Hk1,Hexokinase-1,33,51591.3,5937990.0,7971260.0,0.0,7646270.0,0.0,0.0,279215.0,373514.0,0.0,1299220.0,0.0,1120970.0,12329500.0,313832.0
172,RAB14_MOUSE,Q91V41,Q91V41,Rab14,Ras-related protein Rab-14,16,921258.0,5879310.0,13394800.0,0.0,7102470.0,623011.0,237047.0,974739.0,572427.0,80149.3,809681.0,0.0,1524210.0,15152100.0,1148370.0
